Acer;Android;25,43;no;no;8;5;16;4;6700;360;2014;615;241,13;86,76;         
BlackBerry;Others;45850;yes;no;5;2;16;4;4600;360;2014;611;199,49;105,99;         
Panasonic;Android;45850;yes;no;5;2;16;4;5000;360;2016;914;179,79;97,87;         
Celkon;Android;45850;no;no;5;2;32;4;5000;358;2018;542;201,27;105,97;         
Others;Android;45850;no;no;5;2;32;4;4000;357;2013;960;150,84;75,54;         
ZTE;Android;12693;no;no;5;2;16;4;5200;356;2015;694;200,78;87,39;         
Huawei;Android;42644;no;no;5;2;16;4;4550;355;2015;994;179,18;68,49;         
Others;Android;47392;no;no;2;0,3;32;3;4000;355;2020;221;100,08;83,45;         
Nokia;Android;45850;no;no;2;0,3;32;2;4000;355;2020;276;80,37;67,40;         
Lenovo;Android;42644;no;no;0,3;0,3;32;4;3500;354,4;2014;571;80,49;76,21;         
Lenovo;Android;47392;no;no;0,3;0,3;32;4;3500;354,4;2014;791;69,58;63,24;         
Meizu;Android;45850;yes;no;5;2;32;4;4420;353,8;2015;767;351,46;148,24;         
Sony;Android;13424;yes;no;5;2;32;4;4800;350;2017;690;159,44;92,92;         
Others;Android;29891;no;no;5;2;32;4;4000;350;2015;747;279,44;92,71;         
Sony;Android;28825;yes;no;8;5;16;4;5900;350;2015;976;389,79;127,63;         
Vivo;Android;16,33;yes;no;15;18;8;1;4100;350;2013;819;150,89;53,64;         
XOLO;Android;47392;no;no;2;0,3;8;1;3300;350;2013;1057;111,03;62,15;         
LG;Android;45566;no;no;3;0,3;4;1;1800;350;2013;932;141,15;84,12;         
Motorola;Android;27576;no;no;0,3;0,3;4;1;3240;350;2013;737;100,47;61,82;         
Xiaomi;Android;12693;yes;no;5;2;32;4;4200;347;2015;709;300,55;81,59;         
Others;Android;13424;no;no;5;2;32;4;2000;345;2013;836;98,1;70,93;         
Xiaomi;Android;45882;yes;no;13;16;64;4;6000;342,5;2018;665;159,53;126,69;         
Samsung;Android;12693;no;no;5;2;32;4;4000;340,2;2013;621;109,09;81,37;         
BlackBerry;Android;15,21;yes;no;13;16;128;6;6100;340;2019;406;349,65;199,19;         
Vivo;Android;15,21;yes;no;13;16;128;6;6100;340;2019;307;351,23;140,22;         
Motorola;Android;30651;yes;no;8;5;16;4;4800;340;2016;1027;229,01;77,97;         
XOLO;Android;47392;no;no;0,3;0,3;32;4;2640;339,9;2013;558;111,04;61,93;         
Others;Android;15,39;yes;no;5;2;16;4;3500;339;2013;899;178,6;102,77;         
Huawei;Android;42644;no;no;2;0,3;32;4;4000;338;2013;1039;109,07;71,88;         
Huawei;Android;26999;yes;no;5;2;16;4;4200;338;2015;578;220,07;108,83;         
LG;Android;13,84;yes;no;5;2;16;2;4200;338;2015;852;221,77;110,52;         
Others;Android;47392;no;no;2;0,3;32;4;2100;337;2014;925;119,67;63,90;         
Asus;Android;45850;yes;no;12;5;64;4;4900;335;2018;426;699,77;204,43;         
Lenovo;Android;32478;yes;no;8;5;16;4;4800;335;2014;664;420,46;147,23;         
Others;Android;47392;yes;no;2;0,3;16;4;3240;335;2015;686;99,75;80,31;         
XOLO;Windows;45850;no;no;2;0,3;16;4;1625;335;2013;686;89,69;73,15;         
Oppo;Android;45566;no;no;2;0,3;16;4;1625;335;2013;913;101,3;69,87;         
Samsung;Android;30651;yes;no;8;5;16;4;4800;331;2014;712;290,57;130,24;         
ZTE;Android;30651;yes;no;8;5;16;4;4800;330;2015;1005;250,94;125,89;         
Huawei;Android;42644;no;no;0,3;0,3;16;1;3600;330;2020;290;88,98;57,60;         
Others;Android;45850;yes;no;5;2;32;4;4800;329;2014;591;300,14;96,01;         
Acer;Android;30651;yes;no;8;5;16;4;4250;329;2017;753;170,14;111,37;         
ZTE;Android;45850;yes;no;5;2;16;4;4290;329;2016;800;119,42;84,08;         
Realme;Android;15,37;yes;no;13;16;64;4;6600;328;2017;825;289,76;148,77;         
Others;Android;45566;no;no;5;2;32;4;2865;328;2014;645;199,85;79,41;         
ZTE;Android;45850;no;no;5;2;32;4;4100;327;2014;794;248,85;99,11;         
Lava;Android;42644;no;no;2;0,3;32;4;3500;327;2014;543;82,13;62,34;         
Huawei;Android;17,78;no;no;8;5;32;4;5100;326;2016;613;278,9;139,74;         
Alcatel;Android;29891;no;no;0,3;0,3;16;4;3000;326;2013;626;129,74;65,12;         
Others;Android;47392;no;no;5;2;16;4;4100;325;2014;601;181,08;100,79;         
Samsung;Android;42644;yes;no;0,3;0,3;16;0,5;3240;325;2014;1050;99,57;46,91;         
Panasonic;Android;47392;no;no;2;0,3;16;4;3000;323;2013;726;121,48;69,55;         
Alcatel;Android;42644;no;no;0,3;0,3;16;4;2955;323;2014;1082;129,52;81,88;         
Alcatel;Android;42644;no;no;2;0,3;32;4;3600;322;2014;816;190,48;75,25;         
Karbonn;Android;45850;no;no;2;0,3;32;4;3600;322;2015;1050;129,28;70,36;         
Gionee;Android;13424;no;no;8;5;16;4;6190;322;2015;1001;181,22;104,56;         
Vivo;Android;27729;yes;no;13;16;64;4;6100;320;2019;274;259,75;150,98;         
Huawei;Android;16,74;yes;no;13;16;64;4;6100;320;2019;462;258,86;148,59;         
Realme;Android;16,56;yes;no;8;5;32;4;4680;320;2016;1055;279,85;126,18;         
Others;Android;45850;no;no;5;2;32;4;3450;320;2014;573;118,35;69,07;         
Vivo;Android;47392;no;no;0,3;0,3;32;4;2710;320;2013;592;99,08;73,11;         
BlackBerry;Android;47392;yes;no;5;2;16;4;4000;320;2014;846;149,96;89,48;         
HTC;Android;45566;no;no;5;2;16;4;4100;320;2013;686;188,8;67,20;         
Others;Android;15,24;no;no;5;2;16;4;4100;319,8;2013;939;149,4;83,83;         
LG;Android;42644;yes;no;8;5;32;4;5300;318;2014;893;320,91;95,34;         
Others;Android;45850;yes;no;13;8;32;4;5100;316;2018;667;329,76;101,23;         
Alcatel;Android;27576;no;no;0,3;0,3;32;4;2955;315;2014;690;98,05;56,88;         
Lenovo;Android;42644;no;no;2;0,3;32;4;2980;313;2015;821;50,69;17,96;         
Nokia;Android;13,84;yes;no;5;2;16;4;4200;313;2015;954;208,95;84,08;         
Others;Android;12693;no;no;2;0,3;16;4;3800;313;2014;664;120,57;73,50;         
Asus;Android;17,78;no;no;5;2;32;4;4400;310,5;2015;604;149,34;97,59;         
Others;Android;30651;yes;no;13;13;64;4;5100;310;2019;516;161,39;115,34;         
Meizu;Android;30651;yes;no;8;5;64;4;5100;310;2019;190;199,53;120,28;         
Others;Android;45850;no;no;5;2;32;4;4060;310;2014;892;279,82;95,08;         
HTC;Android;12693;yes;no;2;0,3;32;4;3600;310;2015;583;119,66;90,83;         
Acer;Android;45850;no;no;2;0,3;32;4;3600;310;2014;596;148,68;80,83;         
Lava;Android;45850;yes;no;8;5;16;4;4800;310;2017;773;270,06;128,24;         
Huawei;Android;47392;yes;no;8;5;16;4;6660;310;2017;599;248,45;106,53;         
LG;Android;12693;yes;no;5;2;16;4;4850;310;2017;790;167,55;95,70;         
Sony;Android;45850;yes;no;5;2;16;2;5100;310;2020;240;100,43;67,91;         
Panasonic;Android;30651;yes;no;5;2;16;2;5100;310;2020;231;99,31;64,75;         
Lenovo;Android;45850;yes;no;5;2;16;4;4800;309;2016;738;222,22;117,74;         
Others;Android;47392;no;no;5;2;32;4;3200;306;2015;981;88,83;72,71;         
HTC;Android;12693;yes;no;5;2;32;4;3000;305;2014;806;142,23;89,51;         
Samsung;Android;27576;no;no;2;0,3;32;4;4000;305;2013;657;131,14;69,69;         
Celkon;Android;47392;no;no;0,3;0,3;32;4;3200;305;2013;884;69,58;56,16;         
Motorola;Android;45850;yes;no;8;5;16;4;5900;305;2014;939;248,97;105,43;         
Karbonn;Android;45566;no;no;2;0,3;16;4;3200;305;2013;783;109,96;67,81;         
Gionee;Android;47392;no;no;0,3;0,3;16;4;3200;305;2013;972;70,78;51,78;         
Samsung;Android;26999;yes;no;13;13;16;2;5100;305;2019;461;158,56;119,03;         
Motorola;Android;15,29;yes;no;13;8;16;2;5100;305;2019;233;160,42;91,40;         
Micromax;Android;45850;no;no;5;2;16;2;5000;305;2019;423;139,5;86,81;         
Motorola;Android;45850;yes;no;5;2;16;2;5000;305;2019;349;140,78;80,67;         
Micromax;Android;45850;no;no;2;0,3;32;4;3950;302;2013;643;99,65;75,78;         
Oppo;Android;45850;yes;no;8;5;64;4;5124;300,5;2019;250;450,41;120,86;         
LG;Android;28825;yes;no;8;5;64;4;4850;300;2017;737;200,92;111,66;         
Samsung;Android;32478;yes;no;5;2;32;4;3950;299;2015;970;219,97;110,38;         
Micromax;Android;45850;yes;no;5;2;32;4;3000;299;2014;1090;131,16;79,29;         
Microsoft;Windows;45850;yes;no;5;2;32;4;2865;299;2014;705;209,56;70,26;         
Celkon;Android;47392;no;no;2;0,3;32;4;2865;299;2014;766;130,92;63,51;         
Others;Android;45850;no;no;5;2;16;4;3400;298;2014;1007;149,88;58,17;         
Samsung;Android;26999;no;no;2;0,3;16;4;3400;298;2014;920;110,78;60,00;         
Micromax;Android;47392;no;no;5;2;8;1;3240;295,1;2016;662;130,02;65,51;         
Samsung;Android;15,32;yes;no;13;16;512;4;4500;295;2019;434;2300,87;360,61;         
Coolpad;Android;45850;yes;no;5;2;32;4;3950;295;2014;731;130,11;78,10;         
Microsoft;Windows;42644;no;no;2;0,3;32;4;2980;295;2017;552;67,21;59,31;         
LG;Android;47392;yes;no;2;0,3;32;4;2800;294,8;2014;634;69,45;65,52;         
Spice;Android;45850;no;no;5;2;16;4;4000;294,8;2014;708;189,3;88,72;         
Nokia;Others;43221;no;no;5;2;16;4;4100;292;2013;735;129,73;71,77;         
Micromax;Android;30651;no;no;8;5;128;8;5500;290;2019;211;322,99;175,75;         
Huawei;Android;27576;no;no;2;0,3;128;4;5500;290;2020;306;246,49;115,02;         
Meizu;Android;27729;yes;no;5;2;32;4;3000;290;2017;730;348,82;95,41;         
Samsung;Android;42644;no;no;2;0,3;32;4;2100;290;2014;1032;91,35;54,53;         
Acer;Android;45850;no;no;8;5;16;4;4800;290;2014;654;700,09;183,80;         
Oppo;Android;42644;no;no;2;0,3;16;4;3910;290;2014;679;100,73;58,79;         
Samsung;Android;27729;yes;no;8;5;32;4;4000;289;2016;888;150,54;86,82;         
Spice;Android;47392;no;no;0,3;0,3;32;4;3000;289;2013;578;81,07;66,55;         
Oppo;Android;47392;no;no;0,3;0,3;16;4;2000;285;2014;701;80,55;54,31;         
Alcatel;Android;42644;no;no;2;0,3;4;1;3240;285;2014;759;160,84;54,02;         
XOLO;Android;42644;no;no;0,3;0,3;16;0,5;2840;285;2014;770;81,12;41,00;         
Samsung;Android;45850;yes;no;5;2;32;4;4000;283;2016;747;128,79;91,37;         
Nokia;Windows;42644;no;no;0,3;0,3;32;4;3000;282;2013;571;69,59;48,46;         
HTC;Android;30651;yes;no;5;2;32;4;3950;280;2015;557;160,85;91,67;         
Oppo;Android;15,27;yes;no;5;2;16;4;3950;279;2014;583;240,46;66,14;         
HTC;Android;45850;no;no;5;2;16;1;4080;279;2018;726;140,45;78,56;         
Samsung;Android;45566;yes;no;3;0,3;4;1;3240;279;2014;1046;191,21;86,77;         
Micromax;Android;45850;no;no;2;0,3;32;4;4100;278;2015;1016;100,5;75,81;         
Nokia;Others;43221;no;no;5;2;16;4;4100;278;2016;669;99,7;80,16;         
Samsung;Android;13424;no;no;2;0,3;16;4;4100;278;2016;1038;150,19;60,19;         
Huawei;Android;45850;yes;no;8;5;16;4;3500;272;2015;885;159,43;96,10;         
Micromax;Android;45850;no;no;5;2;32;4;4800;270;2014;997;489,37;86,15;         
Lava;Android;12693;no;no;5;2;32;4;3480;270;2016;835;121,03;59,27;         
HTC;Android;47392;no;no;2;0,3;32;4;3450;269;2015;585;98,86;52,83;         
Spice;Android;47392;no;no;0,3;0,3;32;4;3450;269;2015;578;91,83;71,05;         
Others;Android;17,78;no;no;5;2;16;4;3950;269;2014;1022;239,98;68,46;         
Gionee;Android;45850;no;no;2;0,3;16;4;3450;269;2015;1024;109,05;62,08;         
Meizu;Android;45850;yes;no;5;2;32;4;3450;265;2015;934;142,39;62,50;         
ZTE;Android;14,55;yes;no;12;5;512;12;4235;263;2019;434;1529,99;263,42;         
Xiaomi;Android;45915;yes;no;12;5;512;4;4380;263;2019;428;1751,18;394,91;         
Nokia;Android;13,84;yes;no;2;0,3;32;4;3450;260;2016;867;79,15;62,99;         
Motorola;Android;15,34;yes;no;13;8;16;4;3400;260;2016;1085;168,84;102,75;         
LG;Android;45566;no;no;5;2;16;4;3500;260;2017;551;98,64;54,23;         
LG;Android;24654;no;no;2;0,3;16;4;2820;260;2015;893;130,38;69,75;         
Others;Android;47392;yes;no;2;0,3;16;4;2820;260;2015;917;99,71;60,18;         
Lenovo;Android;47392;yes;no;2;0,3;16;4;2820;260;2015;976;79,61;53,21;         
Huawei;Android;45833;yes;no;16;24;64;4;4050;259;2016;1060;351,31;116,01;         
Xiaomi;Android;30651;yes;no;12;5;64;4;4500;256;2019;320;1020,04;98,53;         
Others;Android;47392;no;no;5;2;32;4;2000;256;2018;711;119,83;71,06;         
Asus;Android;47392;no;no;2;0,3;16;4;3500;254;2017;769;80,61;57,07;         
Nokia;Others;46874;no;no;;0,3;256;8;5000;253;2020;361;671,49;185,66;         
Google;Android;25,45;no;no;16;24;64;4;4500;250;2018;443;899,95;118,75;         
ZTE;Android;27729;yes;no;13;13;32;4;4360;250;2016;1044;229,77;117,64;         
HTC;Android;32478;yes;no;13;10;16;4;4360;250;2016;702;200,25;106,29;         
Motorola;Android;15,34;yes;no;13;8;16;4;4250;250;2015;718;179,68;98,36;         
Sony;Android;45566;no;no;2;0,3;16;4;3340;250;2017;809;100,51;67,44;         
Micromax;Android;45850;no;no;2;0,3;32;4;2580;245;2018;564;69,98;55,36;         
Others;Android;45850;yes;no;8;5;16;4;3200;245;2014;625;359,46;89,69;         
Honor;Android;45791;yes;no;8;2;8;1;2000;242;2019;513;48,13;16,82;         
Samsung;Android;20,32;no;no;12;5;512;12;4050;241;2019;478;2498,24;749,52;         
Others;Android;27729;yes;no;13;16;128;4;5000;241;2017;726;670,28;148,34;         
Panasonic;Android;47392;yes;no;;0,3;128;8;6000;240;2019;325;1163,65;303,48;         
HTC;Android;32478;yes;no;13;16;16;4;5000;239;2014;678;401,93;157,92;         
Alcatel;Android;45680;yes;no;13;16;16;4;5000;239;2014;682;350,19;157,32;         
Lenovo;Android;20,32;no;no;13;8;16;4;5000;239;2015;700;370,75;98,13;         
Xiaomi;Android;16,94;yes;no;13;16;128;4;7000;238;2016;656;1149,64;291,38;         
HTC;Android;30651;yes;no;19;32;64;4;3540;236;2018;520;898,4;182,86;         
Lenovo;Android;45850;yes;no;2;0,3;32;1;3590;236;2019;528;100,16;49,21;         
Others;Android;30651;no;no;2;0,3;32;1;3590;236;2019;524;99,04;44,99;         
ZTE;Android;42644;no;no;2;0,3;32;4;4000;234;2020;220;109,88;53,24;         
Micromax;Android;30651;yes;no;13;8;16;2;4000;234;2020;173;80,02;73,24;         
Xiaomi;Android;16,23;yes;no;13;16;256;8;4200;233;2019;351;488,75;200,21;         
ZTE;Android;27729;yes;no;13;16;256;8;4200;233;2019;279;488,75;173,64;         
Google;Android;32478;yes;no;23;32;32;4;4600;233;2016;980;299,19;156,67;         
Lenovo;Android;32478;yes;no;13;16;128;4;5000;232;2018;441;800,76;132,36;         
Samsung;Android;47392;no;no;8;5;16;4;2800;232;2014;714;240,07;83,47;         
Vivo;Android;16,21;yes;no;13;13;128;4;5000;230;2018;557;399,18;109,76;         
Nokia;Android;30651;yes;no;13;8;32;4;3500;229;2015;940;249,78;73,96;         
Alcatel;Android;34304;yes;no;13;8;16;4;3300;229;2013;635;339,31;102,68;         
Xiaomi;Android;16,43;yes;no;13;16;64;4;4360;228;2015;805;399,44;163,66;         
Samsung;Android;30651;yes;no;13;16;64;4;4550;226;2017;756;370,57;124,67;         
Samsung;Android;45850;yes;no;8;5;64;4;3969;226;2019;298;840,65;208,61;         
Vivo;Android;16,28;yes;no;13;8;32;4;4050;225;2016;585;229,2;85,49;         
Asus;Android;30651;yes;no;8;5;32;4;3500;223;2017;669;170,73;83,60;         
Others;Android;32478;no;no;8;5;128;12;5000;222;2020;197;890,8;276,73;         
Gionee;Android;45566;no;no;;0,3;128;8;4720;222;2020;164;500,65;167,20;         
OnePlus;Android;30651;yes;no;13;8;128;4;5500;221;2018;682;231,76;101,36;         
Vivo;Android;16,28;yes;no;23;32;32;4;3580;221;2018;454;330,3;136,41;         
ZTE;Android;32478;yes;no;8;5;128;12;5000;220;2020;176;1054,45;268,88;         
XOLO;Android;47392;no;no;0,3;0,3;64;6;4500;220;2020;284;501,12;203,17;         
Others;Android;42644;no;no;0,3;0,3;64;6;4500;220;2020;127;499,89;99,75;         
Sony;Android;32478;yes;no;12;5;64;4;4000;220;2018;630;850,34;204,40;         
Micromax;Android;47392;no;no;2;0,3;64;4;6000;220;2020;135;122,19;79,75;         
